Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
Cephalosporins,2014,WY,Combined Ages,Combined Gender,111.119175969309
Fluoroquinolones,2011,AK,Combined Ages,Combined Gender,64.0591387432671
Fluoroquinolones,2011,AL,Combined Ages,Combined Gender,142.63271823804
Fluoroquinolones,2011,AR,Combined Ages,Combined Gender,116.463335863029
Fluoroquinolones,2011,AZ,Combined Ages,Combined Gender,93.2480197723834
Fluoroquinolones,2011,CA,Combined Ages,Combined Gender,71.4456135779448
Fluoroquinolones,2011,CO,Combined Ages,Combined Gender,68.3221838320947
Fluoroquinolones,2011,CT,Combined Ages,Combined Gender,97.7107101249761
Fluoroquinolones,2011,DC,Combined Ages,Combined Gender,154.715107498545
Fluoroquinolones,2011,DE,Combined Ages,Combined Gender,126.477067817838
Fluoroquinolones,2011,FL,Combined Ages,Combined Gender,112.688808293953
Fluoroquinolones,2011,GA,Combined Ages,Combined Gender,108.791683773724
Fluoroquinolones,2011,HI,Combined Ages,Combined Gender,86.9686363369225
Fluoroquinolones,2011,IA,Combined Ages,Combined Gender,92.616215711813
Fluoroquinolones,2011,ID,Combined Ages,Combined Gender,71.2399701978808
Fluoroquinolones,2011,IL,Combined Ages,Combined Gender,99.7370244717135
Fluoroquinolones,2011,IN,Combined Ages,Combined Gender,112.704965503277
Fluoroquinolones,2011,KS,Combined Ages,Combined Gender,107.256203472864
Fluoroquinolones,2011,KY,Combined Ages,Combined Gender,156.527963830067
Fluoroquinolones,2011,LA,Combined Ages,Combined Gender,126.070279713251
Fluoroquinolones,2011,MA,Combined Ages,Combined Gender,92.036049647097
Fluoroquinolones,2011,MD,Combined Ages,Combined Gender,103.299449180018
Fluoroquinolones,2011,ME,Combined Ages,Combined Gender,84.8822603601092
Fluoroquinolones,2011,MI,Combined Ages,Combined Gender,106.496193296379
Fluoroquinolones,2011,MN,Combined Ages,Combined Gender,76.0060665261052
Fluoroquinolones,2011,MO,Combined Ages,Combined Gender,108.766639092901
Fluoroquinolones,2011,MS,Combined Ages,Combined Gender,137.087169762669
Fluoroquinolones,2011,MT,Combined Ages,Combined Gender,77.4697617727867
Fluoroquinolones,2011,National,Combined Ages,Combined Gender,101.287640153238
Fluoroquinolones,2011,National,Combined Ages,F,128.076494121762
Fluoroquinolones,2011,National,Combined Ages,M,71.7173664296689
Fluoroquinolones,2011,National,0-19,Combined Gender,8.87941580705586
Fluoroquinolones,2011,National,0-19,F,Insufficient Data
Fluoroquinolones,2011,National,0-19,M,Insufficient Data
Fluoroquinolones,2011,National,20+,Combined Gender,131.54138588908
Fluoroquinolones,2011,National,20+,F,Insufficient Data
Fluoroquinolones,2011,National,20+,M,Insufficient Data
Fluoroquinolones,2011,NC,Combined Ages,Combined Gender,111.538084952997
Fluoroquinolones,2011,ND,Combined Ages,Combined Gender,109.500862469026
Fluoroquinolones,2011,NE,Combined Ages,Combined Gender,104.058001380934
Fluoroquinolones,2011,NH,Combined Ages,Combined Gender,77.5689339804215
Fluoroquinolones,2011,NJ,Combined Ages,Combined Gender,124.898124016273
Fluoroquinolones,2011,NM,Combined Ages,Combined Gender,73.6740927065777
Fluoroquinolones,2011,NV,Combined Ages,Combined Gender,87.1881853286962
Fluoroquinolones,2011,NY,Combined Ages,Combined Gender,117.697802629839
Fluoroquinolones,2011,OH,Combined Ages,Combined Gender,107.660484322025
Fluoroquinolones,2011,OK,Combined Ages,Combined Gender,105.204684926319
Fluoroquinolones,2011,OR,Combined Ages,Combined Gender,73.0916780344834
Fluoroquinolones,2011,PA,Combined Ages,Combined Gender,99.7563479897841
Fluoroquinolones,2011,RI,Combined Ages,Combined Gender,118.862550141632
Fluoroquinolones,2011,SC,Combined Ages,Combined Gender,117.065734742205
Fluoroquinolones,2011,SD,Combined Ages,Combined Gender,92.298370119793
Fluoroquinolones,2011,TN,Combined Ages,Combined Gender,148.812512024511
Fluoroquinolones,2011,TX,Combined Ages,Combined Gender,103.047422004899
Fluoroquinolones,2011,UT,Combined Ages,Combined Gender,71.3600601564858
Fluoroquinolones,2011,VA,Combined Ages,Combined Gender,96.3540388952789
Fluoroquinolones,2011,VT,Combined Ages,Combined Gender,70.7182217255966
Fluoroquinolones,2011,WA,Combined Ages,Combined Gender,66.9121234010825
Fluoroquinolones,2011,WI,Combined Ages,Combined Gender,76.9926735723985
Fluoroquinolones,2011,WV,Combined Ages,Combined Gender,164.150185823906
Fluoroquinolones,2011,WY,Combined Ages,Combined Gender,73.1130082747415
Fluoroquinolones,2012,AK,Combined Ages,Combined Gender,62.0804808222346
Fluoroquinolones,2012,AL,Combined Ages,Combined Gender,162.812727556543
Fluoroquinolones,2012,AR,Combined Ages,Combined Gender,134.320191231818
Fluoroquinolones,2012,AZ,Combined Ages,Combined Gender,91.3492696114061
Fluoroquinolones,2012,CA,Combined Ages,Combined Gender,70.6218035046318
Fluoroquinolones,2012,CO,Combined Ages,Combined Gender,66.9541821392537
Fluoroquinolones,2012,CT,Combined Ages,Combined Gender,100.399684283331
Fluoroquinolones,2012,DC,Combined Ages,Combined Gender,151.989906147644
Fluoroquinolones,2012,DE,Combined Ages,Combined Gender,129.000611856937
Fluoroquinolones,2012,FL,Combined Ages,Combined Gender,109.986260063612
Fluoroquinolones,2012,GA,Combined Ages,Combined Gender,113.486642806734
Fluoroquinolones,2012,HI,Combined Ages,Combined Gender,88.2205409954004
Fluoroquinolones,2012,IA,Combined Ages,Combined Gender,113.41464952933
Fluoroquinolones,2012,ID,Combined Ages,Combined Gender,71.5253041194788
Fluoroquinolones,2012,IL,Combined Ages,Combined Gender,101.846876472716
Fluoroquinolones,2012,IN,Combined Ages,Combined Gender,113.868080981009
Fluoroquinolones,2012,KS,Combined Ages,Combined Gender,117.624906183925
Fluoroquinolones,2012,KY,Combined Ages,Combined Gender,162.958926328831
Fluoroquinolones,2012,LA,Combined Ages,Combined Gender,134.787842711777
Fluoroquinolones,2012,MA,Combined Ages,Combined Gender,91.7753040229863
Fluoroquinolones,2012,MD,Combined Ages,Combined Gender,102.787478705644
Fluoroquinolones,2012,ME,Combined Ages,Combined Gender,85.2815838120355
Fluoroquinolones,2012,MI,Combined Ages,Combined Gender,97.077433480824
Fluoroquinolones,2012,MN,Combined Ages,Combined Gender,76.2283995416887
Fluoroquinolones,2012,MO,Combined Ages,Combined Gender,116.501771452651
Fluoroquinolones,2012,MS,Combined Ages,Combined Gender,152.803679134614
Fluoroquinolones,2012,MT,Combined Ages,Combined Gender,77.6124469364665
Fluoroquinolones,2012,National,Combined Ages,Combined Gender,104.148236191026
Fluoroquinolones,2012,National,Combined Ages,F,132.47344003379
Fluoroquinolones,2012,National,Combined Ages,M,74.0946741286378
Fluoroquinolones,2012,National,0-19,Combined Gender,8.93850234605051
Fluoroquinolones,2012,National,0-19,F,Insufficient Data
Fluoroquinolones,2012,National,0-19,M,Insufficient Data
Fluoroquinolones,2012,National,20+,Combined Gender,135.666722063193
Fluoroquinolones,2012,National,20+,F,Insufficient Data
Fluoroquinolones,2012,National,20+,M,Insufficient Data
Fluoroquinolones,2012,NC,Combined Ages,Combined Gender,118.121313094209
Fluoroquinolones,2012,ND,Combined Ages,Combined Gender,110.311911700786
Fluoroquinolones,2012,NE,Combined Ages,Combined Gender,118.207295443191
Fluoroquinolones,2012,NH,Combined Ages,Combined Gender,79.1302333994549
Fluoroquinolones,2012,NJ,Combined Ages,Combined Gender,125.319718341598
Fluoroquinolones,2012,NM,Combined Ages,Combined Gender,73.9905036664207
Fluoroquinolones,2012,NV,Combined Ages,Combined Gender,90.0922132151582
Fluoroquinolones,2012,NY,Combined Ages,Combined Gender,120.304973596354
Fluoroquinolones,2012,OH,Combined Ages,Combined Gender,104.141472600281
Fluoroquinolones,2012,OK,Combined Ages,Combined Gender,119.339122083259
Fluoroquinolones,2012,OR,Combined Ages,Combined Gender,70.6886964934836
Fluoroquinolones,2012,PA,Combined Ages,Combined Gender,102.095159742222
Fluoroquinolones,2012,RI,Combined Ages,Combined Gender,125.381047787604
Fluoroquinolones,2012,SC,Combined Ages,Combined Gender,126.852614258057
Fluoroquinolones,2012,SD,Combined Ages,Combined Gender,102.315351394362
Fluoroquinolones,2012,TN,Combined Ages,Combined Gender,158.343280130043
Fluoroquinolones,2012,TX,Combined Ages,Combined Gender,112.300198870087
Fluoroquinolones,2012,UT,Combined Ages,Combined Gender,72.0811300387993
Fluoroquinolones,2012,VA,Combined Ages,Combined Gender,100.345565015452
Fluoroquinolones,2012,VT,Combined Ages,Combined Gender,70.6787960481555
Fluoroquinolones,2012,WA,Combined Ages,Combined Gender,65.3883858431851
Fluoroquinolones,2012,WI,Combined Ages,Combined Gender,80.0593548729694
Fluoroquinolones,2012,WV,Combined Ages,Combined Gender,169.266152852455
Fluoroquinolones,2012,WY,Combined Ages,Combined Gender,74.6387978359939
Fluoroquinolones,2013,AK,Combined Ages,Combined Gender,58.0020454141623
Fluoroquinolones,2013,AL,Combined Ages,Combined Gender,165.791045338061
Fluoroquinolones,2013,AR,Combined Ages,Combined Gender,145.07706424809
Fluoroquinolones,2013,AZ,Combined Ages,Combined Gender,88.8818442570518
Fluoroquinolones,2013,CA,Combined Ages,Combined Gender,70.7107231319971
Fluoroquinolones,2013,CO,Combined Ages,Combined Gender,65.592367044089
Fluoroquinolones,2013,CT,Combined Ages,Combined Gender,97.89959328666
Fluoroquinolones,2013,DC,Combined Ages,Combined Gender,149.789712391255
Fluoroquinolones,2013,DE,Combined Ages,Combined Gender,127.55207297566
Fluoroquinolones,2013,FL,Combined Ages,Combined Gender,111.266049298913
Fluoroquinolones,2013,GA,Combined Ages,Combined Gender,114.683969868609
Fluoroquinolones,2013,HI,Combined Ages,Combined Gender,84.6330306809076
Fluoroquinolones,2013,IA,Combined Ages,Combined Gender,113.105821770627
Fluoroquinolones,2013,ID,Combined Ages,Combined Gender,69.9093278143001
Fluoroquinolones,2013,IL,Combined Ages,Combined Gender,100.803106802566
Fluoroquinolones,2013,IN,Combined Ages,Combined Gender,114.738351834882
Fluoroquinolones,2013,KS,Combined Ages,Combined Gender,118.082810248356
Fluoroquinolones,2013,KY,Combined Ages,Combined Gender,163.199914628277
Fluoroquinolones,2013,LA,Combined Ages,Combined Gender,140.07711127682
Fluoroquinolones,2013,MA,Combined Ages,Combined Gender,87.0050324391255
Fluoroquinolones,2013,MD,Combined Ages,Combined Gender,100.438409715737
Fluoroquinolones,2013,ME,Combined Ages,Combined Gender,81.889400332053
Fluoroquinolones,2013,MI,Combined Ages,Combined Gender,105.860319151184
Fluoroquinolones,2013,MN,Combined Ages,Combined Gender,75.9133539650989
Fluoroquinolones,2013,MO,Combined Ages,Combined Gender,116.59813029691
Fluoroquinolones,2013,MS,Combined Ages,Combined Gender,158.782640633701
Fluoroquinolones,2013,MT,Combined Ages,Combined Gender,75.4025169874978
Fluoroquinolones,2013,National,Combined Ages,Combined Gender,104.817972971789
Fluoroquinolones,2013,National,Combined Ages,F,133.359151337784
Fluoroquinolones,2013,National,Combined Ages,M,74.5487361456683
Fluoroquinolones,2013,National,0-19,Combined Gender,8.93967099033769
Fluoroquinolones,2013,National,0-19,F,Insufficient Data
Fluoroquinolones,2013,National,0-19,M,Insufficient Data
Fluoroquinolones,2013,National,20+,Combined Gender,136.21732507381
Fluoroquinolones,2013,National,20+,F,Insufficient Data
Fluoroquinolones,2013,National,20+,M,Insufficient Data
Fluoroquinolones,2013,NC,Combined Ages,Combined Gender,116.073435282277
Fluoroquinolones,2013,ND,Combined Ages,Combined Gender,107.178738341965
Fluoroquinolones,2013,NE,Combined Ages,Combined Gender,122.390515840551
Fluoroquinolones,2013,NH,Combined Ages,Combined Gender,74.9896644226287
Fluoroquinolones,2013,NJ,Combined Ages,Combined Gender,123.101730774455
Fluoroquinolones,2013,NM,Combined Ages,Combined Gender,73.6980873498661
Fluoroquinolones,2013,NV,Combined Ages,Combined Gender,90.198370478317
Fluoroquinolones,2013,NY,Combined Ages,Combined Gender,119.398997140491
Fluoroquinolones,2013,OH,Combined Ages,Combined Gender,115.958591445483
Fluoroquinolones,2013,OK,Combined Ages,Combined Gender,118.160655863641
Fluoroquinolones,2013,OR,Combined Ages,Combined Gender,68.8693143805046
Fluoroquinolones,2013,PA,Combined Ages,Combined Gender,109.087349983918
Fluoroquinolones,2013,RI,Combined Ages,Combined Gender,118.309115454064
Fluoroquinolones,2013,SC,Combined Ages,Combined Gender,129.213645047947
Fluoroquinolones,2013,SD,Combined Ages,Combined Gender,97.2735390474386
Fluoroquinolones,2013,TN,Combined Ages,Combined Gender,159.815610220235
Fluoroquinolones,2013,TX,Combined Ages,Combined Gender,111.819655947149
Fluoroquinolones,2013,UT,Combined Ages,Combined Gender,72.1717921432054
Fluoroquinolones,2013,VA,Combined Ages,Combined Gender,98.7409835986315
Fluoroquinolones,2013,VT,Combined Ages,Combined Gender,68.2339296966604
Fluoroquinolones,2013,WA,Combined Ages,Combined Gender,63.131476616142
Fluoroquinolones,2013,WI,Combined Ages,Combined Gender,79.3015823044353
Fluoroquinolones,2013,WV,Combined Ages,Combined Gender,165.484223900042
Fluoroquinolones,2013,WY,Combined Ages,Combined Gender,73.9389736001494
Fluoroquinolones,2014,AK,Combined Ages,Combined Gender,58.0350520949272
Fluoroquinolones,2014,AL,Combined Ages,Combined Gender,160.202708512867
Fluoroquinolones,2014,AR,Combined Ages,Combined Gender,149.375178880308
Fluoroquinolones,2014,AZ,Combined Ages,Combined Gender,88.1049914105136
Fluoroquinolones,2014,CA,Combined Ages,Combined Gender,69.1608246891281
Fluoroquinolones,2014,CO,Combined Ages,Combined Gender,63.4652622003625
Fluoroquinolones,2014,CT,Combined Ages,Combined Gender,97.2407947669476
Fluoroquinolones,2014,DC,Combined Ages,Combined Gender,145.391755565774
Fluoroquinolones,2014,DE,Combined Ages,Combined Gender,121.310946608324
Fluoroquinolones,2014,FL,Combined Ages,Combined Gender,109.559315381457
Fluoroquinolones,2014,GA,Combined Ages,Combined Gender,110.504971456353
Fluoroquinolones,2014,HI,Combined Ages,Combined Gender,82.5573046878578
Fluoroquinolones,2014,IA,Combined Ages,Combined Gender,115.874093937613
Fluoroquinolones,2014,ID,Combined Ages,Combined Gender,70.1105071754407
Fluoroquinolones,2014,IL,Combined Ages,Combined Gender,99.3546579424259
Fluoroquinolones,2014,IN,Combined Ages,Combined Gender,109.847377272963
Fluoroquinolones,2014,KS,Combined Ages,Combined Gender,117.630805700097
Fluoroquinolones,2014,KY,Combined Ages,Combined Gender,163.97101637107
Fluoroquinolones,2014,LA,Combined Ages,Combined Gender,137.941604963442
Fluoroquinolones,2014,MA,Combined Ages,Combined Gender,84.90629328871
Fluoroquinolones,2014,MD,Combined Ages,Combined Gender,97.1807726615703
Fluoroquinolones,2014,ME,Combined Ages,Combined Gender,80.9746941745999
Fluoroquinolones,2014,MI,Combined Ages,Combined Gender,106.247070473228
Fluoroquinolones,2014,MN,Combined Ages,Combined Gender,74.3679447215627
Fluoroquinolones,2014,MO,Combined Ages,Combined Gender,115.63187742441
Fluoroquinolones,2014,MS,Combined Ages,Combined Gender,158.702973435238
Fluoroquinolones,2014,MT,Combined Ages,Combined Gender,73.66856881589
Fluoroquinolones,2014,National,Combined Ages,Combined Gender,102.73956681704
Fluoroquinolones,2014,National,Combined Ages,F,131.17049563975
Fluoroquinolones,2014,National,Combined Ages,M,72.6515695486189
Fluoroquinolones,2014,National,0-19,Combined Gender,9.02780599331362
Fluoroquinolones,2014,National,0-19,F,Insufficient Data
Fluoroquinolones,2014,National,0-19,M,Insufficient Data
Fluoroquinolones,2014,National,20+,Combined Gender,133.186791975334
Fluoroquinolones,2014,National,20+,F,Insufficient Data
Fluoroquinolones,2014,National,20+,M,Insufficient Data
Fluoroquinolones,2014,NC,Combined Ages,Combined Gender,112.129165994572
Fluoroquinolones,2014,ND,Combined Ages,Combined Gender,105.234069253883
Fluoroquinolones,2014,NE,Combined Ages,Combined Gender,124.106397916984
Fluoroquinolones,2014,NH,Combined Ages,Combined Gender,73.8688044208181
Fluoroquinolones,2014,NJ,Combined Ages,Combined Gender,116.875874549337
Fluoroquinolones,2014,NM,Combined Ages,Combined Gender,76.5604543981217
Fluoroquinolones,2014,NV,Combined Ages,Combined Gender,89.0526888988372
Fluoroquinolones,2014,NY,Combined Ages,Combined Gender,116.914475357748
Fluoroquinolones,2014,OH,Combined Ages,Combined Gender,116.595404946447
Fluoroquinolones,2014,OK,Combined Ages,Combined Gender,116.474489376236
Fluoroquinolones,2014,OR,Combined Ages,Combined Gender,67.2975909006994
Fluoroquinolones,2014,PA,Combined Ages,Combined Gender,106.85612708763
Fluoroquinolones,2014,RI,Combined Ages,Combined Gender,115.304201301587
Fluoroquinolones,2014,SC,Combined Ages,Combined Gender,124.622835636015
Fluoroquinolones,2014,SD,Combined Ages,Combined Gender,93.1223723151756
Fluoroquinolones,2014,TN,Combined Ages,Combined Gender,156.536683323789
Fluoroquinolones,2014,TX,Combined Ages,Combined Gender,108.29868451774
Fluoroquinolones,2014,UT,Combined Ages,Combined Gender,71.6446996875868
Fluoroquinolones,2014,VA,Combined Ages,Combined Gender,94.3066821245388
Fluoroquinolones,2014,VT,Combined Ages,Combined Gender,67.259648686004
Fluoroquinolones,2014,WA,Combined Ages,Combined Gender,61.3952797764804
Fluoroquinolones,2014,WI,Combined Ages,Combined Gender,78.6807233058995
Fluoroquinolones,2014,WV,Combined Ages,Combined Gender,166.592114038285
Fluoroquinolones,2014,WY,Combined Ages,Combined Gender,73.2428832857144
Macrolides,2011,AK,Combined Ages,Combined Gender,134.32751338275
Macrolides,2011,AL,Combined Ages,Combined Gender,237.415829201983
Macrolides,2011,AR,Combined Ages,Combined Gender,215.686894021637
Macrolides,2011,AZ,Combined Ages,Combined Gender,172.969901899741
Macrolides,2011,CA,Combined Ages,Combined Gender,135.055071360973
Macrolides,2011,CO,Combined Ages,Combined Gender,125.104734473637
Macrolides,2011,CT,Combined Ages,Combined Gender,203.125978091862
Macrolides,2011,DC,Combined Ages,Combined Gender,196.704882282685
Macrolides,2011,DE,Combined Ages,Combined Gender,225.199338201357
Macrolides,2011,FL,Combined Ages,Combined Gender,172.355508454608
Macrolides,2011,GA,Combined Ages,Combined Gender,169.970759795916
Macrolides,2011,HI,Combined Ages,Combined Gender,151.504406671934
Macrolides,2011,IA,Combined Ages,Combined Gender,227.487304659459
Macrolides,2011,ID,Combined Ages,Combined Gender,141.7142974403
Macrolides,2011,IL,Combined Ages,Combined Gender,206.119132340087
Macrolides,2011,IN,Combined Ages,Combined Gender,216.67929858702
Macrolides,2011,KS,Combined Ages,Combined Gender,205.244854902413
Macrolides,2011,KY,Combined Ages,Combined Gender,288.076483545477
Macrolides,2011,LA,Combined Ages,Combined Gender,275.20663587977
Macrolides,2011,MA,Combined Ages,Combined Gender,175.382272653733
Macrolides,2011,MD,Combined Ages,Combined Gender,176.860514323398
Macrolides,2011,ME,Combined Ages,Combined Gender,181.340936645756
Macrolides,2011,MI,Combined Ages,Combined Gender,209.189883164162
Macrolides,2011,MN,Combined Ages,Combined Gender,158.795539147459
Macrolides,2011,MO,Combined Ages,Combined Gender,192.401270167893
Macrolides,2011,MS,Combined Ages,Combined Gender,262.005409499661
Macrolides,2011,MT,Combined Ages,Combined Gender,163.029095053329
Macrolides,2011,National,Combined Ages,Combined Gender,189.793435798502
Macrolides,2011,National,Combined Ages,F,225.430613382159
Macrolides,2011,National,Combined Ages,M,148.955137079603
Macrolides,2011,National,0-19,Combined Gender,192.303120634959
Macrolides,2011,National,0-19,F,Insufficient Data
Macrolides,2011,National,0-19,M,Insufficient Data
Macrolides,2011,National,20+,Combined Gender,182.967756099476
Macrolides,2011,National,20+,F,Insufficient Data
Macrolides,2011,National,20+,M,Insufficient Data
Macrolides,2011,NC,Combined Ages,Combined Gender,181.378141972109
Macrolides,2011,ND,Combined Ages,Combined Gender,238.564565511162
Macrolides,2011,NE,Combined Ages,Combined Gender,190.594762223217
Macrolides,2011,NH,Combined Ages,Combined Gender,159.763615907333
Macrolides,2011,NJ,Combined Ages,Combined Gender,234.260760449364
Macrolides,2011,NM,Combined Ages,Combined Gender,164.728395352789
Macrolides,2011,NV,Combined Ages,Combined Gender,158.735191750421
Macrolides,2011,NY,Combined Ages,Combined Gender,215.856991267917
Macrolides,2011,OH,Combined Ages,Combined Gender,235.56611715599
Macrolides,2011,OK,Combined Ages,Combined Gender,192.337506110481
Macrolides,2011,OR,Combined Ages,Combined Gender,119.887947287809
Macrolides,2011,PA,Combined Ages,Combined Gender,208.304334708198
Macrolides,2011,RI,Combined Ages,Combined Gender,218.152525617383
Macrolides,2011,SC,Combined Ages,Combined Gender,199.445238595574
Macrolides,2011,SD,Combined Ages,Combined Gender,213.492928045273
Macrolides,2011,TN,Combined Ages,Combined Gender,259.006359257001
Macrolides,2011,TX,Combined Ages,Combined Gender,195.726588783439
Macrolides,2011,UT,Combined Ages,Combined Gender,160.138286037418
Macrolides,2011,VA,Combined Ages,Combined Gender,185.544369624997
Macrolides,2011,VT,Combined Ages,Combined Gender,152.163891771092
Macrolides,2011,WA,Combined Ages,Combined Gender,136.082710163659
Macrolides,2011,WI,Combined Ages,Combined Gender,160.866965562731
Macrolides,2011,WV,Combined Ages,Combined Gender,299.569462129558
Macrolides,2011,WY,Combined Ages,Combined Gender,181.186263611395
Macrolides,2012,AK,Combined Ages,Combined Gender,128.808545154367
Macrolides,2012,AL,Combined Ages,Combined Gender,244.210042005333
Macrolides,2012,AR,Combined Ages,Combined Gender,222.646658529142
Macrolides,2012,AZ,Combined Ages,Combined Gender,160.320435383967
Macrolides,2012,CA,Combined Ages,Combined Gender,116.057345785027
Macrolides,2012,CO,Combined Ages,Combined Gender,119.890084363365
Macrolides,2012,CT,Combined Ages,Combined Gender,191.859846058918
Macrolides,2012,DC,Combined Ages,Combined Gender,193.00922776518
Macrolides,2012,DE,Combined Ages,Combined Gender,208.558242563648
Macrolides,2012,FL,Combined Ages,Combined Gender,162.295472491002
Macrolides,2012,GA,Combined Ages,Combined Gender,173.330855933061
Macrolides,2012,HI,Combined Ages,Combined Gender,151.649659741837
Macrolides,2012,IA,Combined Ages,Combined Gender,225.087773311204
Macrolides,2012,ID,Combined Ages,Combined Gender,133.516241641022
Macrolides,2012,IL,Combined Ages,Combined Gender,195.215527115091
Macrolides,2012,IN,Combined Ages,Combined Gender,200.541908752316
Macrolides,2012,KS,Combined Ages,Combined Gender,203.943452556268
Macrolides,2012,KY,Combined Ages,Combined Gender,275.614978105251
Macrolides,2012,LA,Combined Ages,Combined Gender,271.074945751603
Macrolides,2012,MA,Combined Ages,Combined Gender,159.623136351619
Macrolides,2012,MD,Combined Ages,Combined Gender,169.658918578463
Macrolides,2012,ME,Combined Ages,Combined Gender,170.2768795838
Macrolides,2012,MI,Combined Ages,Combined Gender,191.900681461747
Macrolides,2012,MN,Combined Ages,Combined Gender,146.363815288777
Macrolides,2012,MO,Combined Ages,Combined Gender,184.915028859235
Macrolides,2012,MS,Combined Ages,Combined Gender,268.773616213859
Macrolides,2012,MT,Combined Ages,Combined Gender,157.060616039388
Macrolides,2012,National,Combined Ages,Combined Gender,181.881360448666
Macrolides,2012,National,Combined Ages,F,217.012344602939
Macrolides,2012,National,Combined Ages,M,144.129168396531
Macrolides,2012,National,0-19,Combined Gender,184.881407349225
Macrolides,2012,National,0-19,F,Insufficient Data
Macrolides,2012,National,0-19,M,Insufficient Data
Macrolides,2012,National,20+,Combined Gender,176.884484561816
Macrolides,2012,National,20+,F,Insufficient Data
Macrolides,2012,National,20+,M,Insufficient Data
Macrolides,2012,NC,Combined Ages,Combined Gender,189.284194661555
Macrolides,2012,ND,Combined Ages,Combined Gender,217.515864928994
Macrolides,2012,NE,Combined Ages,Combined Gender,186.751192544061
Macrolides,2012,NH,Combined Ages,Combined Gender,153.838130261402
Macrolides,2012,NJ,Combined Ages,Combined Gender,223.399897476359
Macrolides,2012,NM,Combined Ages,Combined Gender,156.999415713566
Macrolides,2012,NV,Combined Ages,Combined Gender,149.007747042461
Macrolides,2012,NY,Combined Ages,Combined Gender,208.987411728561
Macrolides,2012,OH,Combined Ages,Combined Gender,214.356250650874
Macrolides,2012,OK,Combined Ages,Combined Gender,202.271455589238
Macrolides,2012,OR,Combined Ages,Combined Gender,106.485052392041
Macrolides,2012,PA,Combined Ages,Combined Gender,196.349201799831
Macrolides,2012,RI,Combined Ages,Combined Gender,215.200311218396
Macrolides,2012,SC,Combined Ages,Combined Gender,206.911996537516
Macrolides,2012,SD,Combined Ages,Combined Gender,208.532541485721
Macrolides,2012,TN,Combined Ages,Combined Gender,252.705654701658
Macrolides,2012,TX,Combined Ages,Combined Gender,200.151365682653
Macrolides,2012,UT,Combined Ages,Combined Gender,151.384501368386
Macrolides,2012,VA,Combined Ages,Combined Gender,179.750094649123
Macrolides,2012,VT,Combined Ages,Combined Gender,160.911125023557
Macrolides,2012,WA,Combined Ages,Combined Gender,129.829545446311
Macrolides,2012,WI,Combined Ages,Combined Gender,162.427705135897
Macrolides,2012,WV,Combined Ages,Combined Gender,275.88734227472
Macrolides,2012,WY,Combined Ages,Combined Gender,180.7602276332
Macrolides,2013,AK,Combined Ages,Combined Gender,106.479676748604
Macrolides,2013,AL,Combined Ages,Combined Gender,220.491371941561
Macrolides,2013,AR,Combined Ages,Combined Gender,212.318876287912
Macrolides,2013,AZ,Combined Ages,Combined Gender,145.392159182593
Macrolides,2013,CA,Combined Ages,Combined Gender,114.097523865431
Macrolides,2013,CO,Combined Ages,Combined Gender,112.905916178159
Macrolides,2013,CT,Combined Ages,Combined Gender,161.495340397038
Macrolides,2013,DC,Combined Ages,Combined Gender,176.181777846932
Macrolides,2013,DE,Combined Ages,Combined Gender,182.715100946781
Macrolides,2013,FL,Combined Ages,Combined Gender,144.795050956068
Macrolides,2013,GA,Combined Ages,Combined Gender,156.377398394503
Macrolides,2013,HI,Combined Ages,Combined Gender,134.351644124466
Macrolides,2013,IA,Combined Ages,Combined Gender,189.955806943673
Macrolides,2013,ID,Combined Ages,Combined Gender,122.770337844415
Macrolides,2013,IL,Combined Ages,Combined Gender,168.831290545188
Macrolides,2013,IN,Combined Ages,Combined Gender,175.655864135321
Macrolides,2013,KS,Combined Ages,Combined Gender,190.091491093485
Macrolides,2013,KY,Combined Ages,Combined Gender,233.36462796589
Macrolides,2013,LA,Combined Ages,Combined Gender,247.284016275523
Macrolides,2013,MA,Combined Ages,Combined Gender,129.435191359985
Macrolides,2013,MD,Combined Ages,Combined Gender,148.751337195105
Macrolides,2013,ME,Combined Ages,Combined Gender,142.507274016294
Macrolides,2013,MI,Combined Ages,Combined Gender,173.638898534324
Macrolides,2013,MN,Combined Ages,Combined Gender,128.827338686778
Macrolides,2013,MO,Combined Ages,Combined Gender,164.558583682788
Macrolides,2013,MS,Combined Ages,Combined Gender,240.349344263069
Macrolides,2013,MT,Combined Ages,Combined Gender,139.542155402103
Macrolides,2013,National,Combined Ages,Combined Gender,161.179379121277
Macrolides,2013,National,Combined Ages,F,192.556452283606
Macrolides,2013,National,Combined Ages,M,127.521442279819
Macrolides,2013,National,0-19,Combined Gender,155.599641092534
Macrolides,2013,National,0-19,F,Insufficient Data
Macrolides,2013,National,0-19,M,Insufficient Data
Macrolides,2013,National,20+,Combined Gender,159.700881682011
Macrolides,2013,National,20+,F,Insufficient Data
Macrolides,2013,National,20+,M,Insufficient Data
Macrolides,2013,NC,Combined Ages,Combined Gender,158.868132404822
Macrolides,2013,ND,Combined Ages,Combined Gender,173.871994054074
Macrolides,2013,NE,Combined Ages,Combined Gender,173.054577149221
Macrolides,2013,NH,Combined Ages,Combined Gender,127.242933701089
Macrolides,2013,NJ,Combined Ages,Combined Gender,197.075119323335
Macrolides,2013,NM,Combined Ages,Combined Gender,147.569542310468
